evaluation_mode,split,rolling_eval_year,policy_year,committee_policy,sample_category,market,stock_code,corp_name,fiscal_year,eval_year,as_of_date,actual_label_name,model_predicted_label_name,model_error_type,credit_rating,rating_boundary_group,rating_agency_group,industry_macro_category,firm_size_group,prob_speculative,threshold,stage1_probability_margin,trigger_reason_code,trigger_reason,evidence_cutoff_rule,committee_success_question,company_selection_json
rolling_validation_tuning,rolling_validation,2021,2020,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSDAQ,206560,(주)덱스터스튜디오,2021,2022,2021-12-31,투기등급,투자적격,false_negative,BB+,near_speculative_BB_plus_to_BB_minus,OTHER,it_services,small_and_medium,0.28884283,0.31,-0.0211571729183197,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""(주)덱스터스튜디오"", ""market"": ""KOSDAQ"", ""stock_code"": ""206560""}, ""request_id"": ""committee-eval-KOSDAQ-206560-2021"", ""selected_at"": ""2026-05-21T01:02:13.329086+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2021,2020,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSDAQ,048550,(주)에스엠컬처앤콘텐츠,2021,2022,2021-12-31,투기등급,투자적격,false_negative,BB+,near_speculative_BB_plus_to_BB_minus,OTHER,it_services,mid_sized,0.28778344,0.31,-0.0222165560722351,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""(주)에스엠컬처앤콘텐츠"", ""market"": ""KOSDAQ"", ""stock_code"": ""048550""}, ""request_id"": ""committee-eval-KOSDAQ-048550-2021"", ""selected_at"": ""2026-05-21T01:02:13.329094+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2020,2019,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSDAQ,087600,(주)픽셀플러스,2020,2021,2020-12-31,투기등급,투자적격,false_negative,BB,near_speculative_BB_plus_to_BB_minus,OTHER,manufacturing,small_and_medium,0.3016695,0.325,-0.0233304917812347,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""(주)픽셀플러스"", ""market"": ""KOSDAQ"", ""stock_code"": ""087600""}, ""request_id"": ""committee-eval-KOSDAQ-087600-2020"", ""selected_at"": ""2026-05-21T01:02:13.329035+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2020,2019,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSDAQ,215090,(주)솔디펜스,2020,2021,2020-12-31,투기등급,투자적격,false_negative,BB-,near_speculative_BB_plus_to_BB_minus,OTHER,manufacturing,small_and_medium,0.3016695,0.325,-0.0233304917812347,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""(주)솔디펜스"", ""market"": ""KOSDAQ"", ""stock_code"": ""215090""}, ""request_id"": ""committee-eval-KOSDAQ-215090-2020"", ""selected_at"": ""2026-05-21T01:02:13.329044+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2020,2019,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSDAQ,222080,씨아이에스(주),2020,2021,2020-12-31,투기등급,투자적격,false_negative,BB,near_speculative_BB_plus_to_BB_minus,OTHER,manufacturing,small_and_medium,0.3016695,0.325,-0.0233304917812347,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""씨아이에스(주)"", ""market"": ""KOSDAQ"", ""stock_code"": ""222080""}, ""request_id"": ""committee-eval-KOSDAQ-222080-2020"", ""selected_at"": ""2026-05-21T01:02:13.329052+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2020,2019,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSPI,009320,아진전자부품(주),2020,2021,2020-12-31,투기등급,투자적격,false_negative,BB,near_speculative_BB_plus_to_BB_minus,OTHER,manufacturing,small_and_medium,0.30016673,0.325,-0.0248332738876342,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""아진전자부품(주)"", ""market"": ""KOSPI"", ""stock_code"": ""009320""}, ""request_id"": ""committee-eval-KOSPI-009320-2020"", ""selected_at"": ""2026-05-21T01:02:13.329060+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2021,2020,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSPI,143210,핸즈코퍼레이션(주),2021,2022,2021-12-31,투기등급,투자적격,false_negative,BB+,near_speculative_BB_plus_to_BB_minus,OTHER,manufacturing,mid_sized,0.28422564,0.31,-0.0257743573188781,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""핸즈코퍼레이션(주)"", ""market"": ""KOSPI"", ""stock_code"": ""143210""}, ""request_id"": ""committee-eval-KOSPI-143210-2021"", ""selected_at"": ""2026-05-21T01:02:13.329102+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2020,2019,mixed_hard_40_timeout30_speed_gate_v3,fn_caught_by_stage2_review,KOSDAQ,032080,(주)아즈텍더블유비이,2020,2021,2020-12-31,투기등급,투자적격,false_negative,BB+,near_speculative_BB_plus_to_BB_minus,OTHER,manufacturing,small_and_medium,0.29873025,0.325,-0.0262697458267212,rolling_near_threshold_or_segment_review,rolling OOT 43개 모델은 투자적격이지만 기준선 근처 또는 취약 세그먼트여서 추가 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투기등급을 1차 모델이 놓친 사례입니다. 위원회가 보류/부적격으로 끌어올리는지 확인합니다.,"{""analysis"": {""eval_year"": 2021, ""fiscal_year"": 2020}, ""as_of_date"": ""2020-12-31"", ""company"": {""corp_name"": ""(주)아즈텍더블유비이"", ""market"": ""KOSDAQ"", ""stock_code"": ""032080""}, ""request_id"": ""committee-eval-KOSDAQ-032080-2020"", ""selected_at"": ""2026-05-21T01:02:13.329069+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2021,2020,mixed_hard_40_timeout30_speed_gate_v3,fp_needing_committee_mitigation,KOSDAQ,037070,(주)파세코,2021,2022,2021-12-31,투자적격,투기등급,false_positive,A-,upper_investment_A_or_above,OTHER,manufacturing,small_and_medium,0.31775725,0.31,0.007757248878479,rolling_stage1_risk,rolling OOT 43개 모델이 위험 기준선을 넘어 위원회 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투자적격을 1차 모델이 과민 경고한 사례입니다. 위원회가 적격/보류로 완화하는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""(주)파세코"", ""market"": ""KOSDAQ"", ""stock_code"": ""037070""}, ""request_id"": ""committee-eval-KOSDAQ-037070-2021"", ""selected_at"": ""2026-05-21T01:02:13.329180+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2021,2020,mixed_hard_40_timeout30_speed_gate_v3,fp_needing_committee_mitigation,KOSDAQ,039010,현대에이치티(주),2021,2022,2021-12-31,투자적격,투기등급,false_positive,A,upper_investment_A_or_above,OTHER,manufacturing,small_and_medium,0.31775725,0.31,0.007757248878479,rolling_stage1_risk,rolling OOT 43개 모델이 위험 기준선을 넘어 위원회 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투자적격을 1차 모델이 과민 경고한 사례입니다. 위원회가 적격/보류로 완화하는지 확인합니다.,"{""analysis"": {""eval_year"": 2022, ""fiscal_year"": 2021}, ""as_of_date"": ""2021-12-31"", ""company"": {""corp_name"": ""현대에이치티(주)"", ""market"": ""KOSDAQ"", ""stock_code"": ""039010""}, ""request_id"": ""committee-eval-KOSDAQ-039010-2021"", ""selected_at"": ""2026-05-21T01:02:13.329188+00:00"", ""source"": ""csv_upload""}"
rolling_validation_tuning,rolling_validation,2022,2021,mixed_hard_40_timeout30_speed_gate_v3,fp_needing_committee_mitigation,KOSDAQ,021650,(주)한국큐빅,2022,2023,2022-12-31,투자적격,투기등급,false_positive,BBB+,near_investment_BBB_plus_to_BBB_minus,OTHER,manufacturing,mid_sized,0.26208377,0.25,0.0120837688446044,rolling_stage1_risk,rolling OOT 43개 모델이 위험 기준선을 넘어 위원회 검토 대상으로 올렸습니다.,"Use only evidence published on or before fiscal_year-12-31. For rolling validation, undated web evidence is excluded.",실제 투자적격을 1차 모델이 과민 경고한 사례입니다. 위원회가 적격/보류로 완화하는지 확인합니다.,"{""analysis"": {""eval_year"": 2023, ""fiscal_year"": 2022}, ""as_of_date"": ""2022-12-31"", ""company"": {""corp_name"": ""(주)한국큐빅"", ""market"": ""KOSDAQ"", ""stock_code"": ""021650""}, ""request_id"": ""committee-eval-KOSDAQ-021650-2022"", ""selected_at"": ""2026-05-21T01:02:13.329236+00:00"", ""source"": ""csv_upload""}"
